App,Scene,Object,Filename,Timestamp,Path
1,Scene 1,Chair,Screenshot_2023-03-29_211958.jpg,2023-03-29 21:19:58,C:\ARLabel\image\Screenshot_2023-03-29_211958.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212010.jpg,2023-03-29 21:20:10,C:\ARLabel\image\Screenshot_2023-03-29_212010.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212015.jpg,2023-03-29 21:20:15,C:\ARLabel\image\Screenshot_2023-03-29_212015.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212112.jpg,2023-03-29 21:21:12,C:\ARLabel\image\Screenshot_2023-03-29_212112.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212140.jpg,2023-03-29 21:21:40,C:\ARLabel\image\Screenshot_2023-03-29_212140.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212423.jpg,2023-03-29 21:24:23,C:\ARLabel\image\Screenshot_2023-03-29_212423.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212426.jpg,2023-03-29 21:24:26,C:\ARLabel\image\Screenshot_2023-03-29_212426.jpg
1,Scene 1,Chair,Screenshot_2023-03-29_212438.jpg,2023-03-29 21:24:38,C:\ARLabel\image\Screenshot_2023-03-29_212438.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212546.jpg,2023-03-29 21:25:46,C:\ARLabel\image\Screenshot_2023-03-29_212546.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212551.jpg,2023-03-29 21:25:51,C:\ARLabel\image\Screenshot_2023-03-29_212551.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212555.jpg,2023-03-29 21:25:55,C:\ARLabel\image\Screenshot_2023-03-29_212555.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212559.jpg,2023-03-29 21:25:59,C:\ARLabel\image\Screenshot_2023-03-29_212559.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212606.jpg,2023-03-29 21:26:06,C:\ARLabel\image\Screenshot_2023-03-29_212606.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212609.jpg,2023-03-29 21:26:09,C:\ARLabel\image\Screenshot_2023-03-29_212609.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212612.jpg,2023-03-29 21:26:12,C:\ARLabel\image\Screenshot_2023-03-29_212612.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212616.jpg,2023-03-29 21:26:16,C:\ARLabel\image\Screenshot_2023-03-29_212616.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212623.jpg,2023-03-29 21:26:23,C:\ARLabel\image\Screenshot_2023-03-29_212623.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212648.jpg,2023-03-29 21:26:48,C:\ARLabel\image\Screenshot_2023-03-29_212648.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212651.jpg,2023-03-29 21:26:51,C:\ARLabel\image\Screenshot_2023-03-29_212651.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212655.jpg,2023-03-29 21:26:55,C:\ARLabel\image\Screenshot_2023-03-29_212655.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212701.jpg,2023-03-29 21:27:01,C:\ARLabel\image\Screenshot_2023-03-29_212701.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212705.jpg,2023-03-29 21:27:05,C:\ARLabel\image\Screenshot_2023-03-29_212705.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212709.jpg,2023-03-29 21:27:09,C:\ARLabel\image\Screenshot_2023-03-29_212709.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212723.jpg,2023-03-29 21:27:23,C:\ARLabel\image\Screenshot_2023-03-29_212723.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212736.jpg,2023-03-29 21:27:36,C:\ARLabel\image\Screenshot_2023-03-29_212736.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212739.jpg,2023-03-29 21:27:39,C:\ARLabel\image\Screenshot_2023-03-29_212739.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212744.jpg,2023-03-29 21:27:44,C:\ARLabel\image\Screenshot_2023-03-29_212744.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212805.jpg,2023-03-29 21:28:05,C:\ARLabel\image\Screenshot_2023-03-29_212805.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212808.jpg,2023-03-29 21:28:08,C:\ARLabel\image\Screenshot_2023-03-29_212808.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212814.jpg,2023-03-29 21:28:14,C:\ARLabel\image\Screenshot_2023-03-29_212814.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212818.jpg,2023-03-29 21:28:18,C:\ARLabel\image\Screenshot_2023-03-29_212818.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212834.jpg,2023-03-29 21:28:34,C:\ARLabel\image\Screenshot_2023-03-29_212834.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212839.jpg,2023-03-29 21:28:39,C:\ARLabel\image\Screenshot_2023-03-29_212839.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212842.jpg,2023-03-29 21:28:42,C:\ARLabel\image\Screenshot_2023-03-29_212842.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212846.jpg,2023-03-29 21:28:46,C:\ARLabel\image\Screenshot_2023-03-29_212846.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212858.jpg,2023-03-29 21:28:58,C:\ARLabel\image\Screenshot_2023-03-29_212858.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212901.jpg,2023-03-29 21:29:01,C:\ARLabel\image\Screenshot_2023-03-29_212901.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212904.jpg,2023-03-29 21:29:04,C:\ARLabel\image\Screenshot_2023-03-29_212904.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212907.jpg,2023-03-29 21:29:07,C:\ARLabel\image\Screenshot_2023-03-29_212907.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212928.jpg,2023-03-29 21:29:28,C:\ARLabel\image\Screenshot_2023-03-29_212928.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212932.jpg,2023-03-29 21:29:32,C:\ARLabel\image\Screenshot_2023-03-29_212932.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212935.jpg,2023-03-29 21:29:35,C:\ARLabel\image\Screenshot_2023-03-29_212935.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212940.jpg,2023-03-29 21:29:40,C:\ARLabel\image\Screenshot_2023-03-29_212940.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212944.jpg,2023-03-29 21:29:44,C:\ARLabel\image\Screenshot_2023-03-29_212944.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212948.jpg,2023-03-29 21:29:48,C:\ARLabel\image\Screenshot_2023-03-29_212948.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_212959.jpg,2023-03-29 21:29:59,C:\ARLabel\image\Screenshot_2023-03-29_212959.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_213004.jpg,2023-03-29 21:30:04,C:\ARLabel\image\Screenshot_2023-03-29_213004.jpg
1,Scene 1,Trash_Bin,Screenshot_2023-03-29_213009.jpg,2023-03-29 21:30:09,C:\ARLabel\image\Screenshot_2023-03-29_213009.jpg
1,Scene 1,Bowl,Screenshot_2023-03-29_213152.jpg,2023-03-29 21:31:52,C:\ARLabel\image\Screenshot_2023-03-29_213152.jpg
